rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
167,"spotify:track:5mUH00xAH26BsmUvPxW2yk","Israel & Rodolffo","Chegou um Áudio - Ao Vivo | Faixa Bônus","Som Livre",167,-1,1,"739147"
168,"spotify:track:0w4eRv2fCerS49SgrStS1V","PEDRO SAMPAIO","BAGUNÇA","WM Brazil",63,164,19,"735714"
169,"spotify:track:5jYEiTNR3FQXFouTX7Ju0N","LUDMILLA, Mariah Angeliq, Topo La Maskara, Mr. Vegas","Socadona","WM Brazil",17,166,24,"734218"
170,"spotify:track:78vcgnlsXbztZDZC9R5FUp","Mateca, Teto","Tava Bom","Sony Music Entertainment",170,-1,1,"732879"
171,"spotify:track:0wRn3ggAY1fIupTaVigdza","Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest, Neo Beats","A Cara do Crime (Nós Incomoda)","Mainstreet Records",17,156,55,"729170"
172,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",165,173,21,"726211"
173,"spotify:track:7G2LNG0EDgU5IyeeP6pevW","Mari Fernandez, Xand Avião","Pode Apostar - Ao Vivo","Sony Music Entertainment",173,-1,1,"724096"
174,"spotify:track:6T6SDJszPbuMCBpSm3aS3G","Japãozin","Carinha de Neném","Sua Música Records",25,190,38,"722595"
175,"spotify:track:2SDGleyRLDrYZeMsZEK3Vb","Israel & Rodolffo","Dar uma Namorada - Ao Vivo","Som Livre",29,185,30,"722530"
176,"spotify:track:46IZ0fSY2mpAiktS3KOqds","Adele","Easy On Me","Columbia",20,160,35,"722429"
177,"spotify:track:7IYnUFKOoVMFr3tJgbUSPm","DJ Alex BNH, Mc Koruja, Maax Deejay","Cachaça, Pinga e Puta","GMusic",134,139,3,"722121"
178,"spotify:track:5ccCgF1VuiWrKE5OLt3fSF","Netto & Henrique, Diego & Victor Hugo","Cheiro De Problema - Ao Vivo","Virgin Music Label And Artist Services (S&D)",122,-1,10,"721543"
179,"spotify:track:2R9IrE42Mw4zdUXAEFNiZL","Zé Felipe, Os Barões Da Pisadinha","Senta Danada","Som Livre",14,195,48,"719348"
180,"spotify:track:58HvfVOeJY7lUuCqF0m3ly","Elley Duhé","MIDDLE OF THE NIGHT","Not Fit For Society/RCA Records",117,138,16,"717185"
181,"spotify:track:0p5QJ6nbkeKlNmrXzG8mF0","João Gomes","Digo Ou Não Digo","JG Shows",94,175,6,"713821"
182,"spotify:track:2IsusePMD32LQKNU7vZiAH","Dj Tk, Mc Denny","É Só Blusão da Ecko e Boné da Lacoste Vs Putaria","Marcha Nos Progresso",48,153,18,"713425"
183,"spotify:track:2fmeSswdyVq4wcqhY41UHk","Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak","Poesia Acústica #9 Melhor Forma","Pineapple StormTV",3,179,85,"712897"
184,"spotify:track:0gvQnbRbU4xBHKlc5ZnYm7","Marquinhos Lima, Anderson & Vei da Pisadinha, Biu do Piseiro","Rave E Bagaceira","062 Produções Artísticas LTDA",119,137,7,"712852"
185,"spotify:track:5onALPPboSh4z6cO24tOvW","MC Menor da VG, Perera DJ","Canto da Sereia","GR6 Music",118,150,20,"712765"
186,"spotify:track:0eumeycOAI8ew5qRzFJbEr","MC WM, MC Lan","Mágico do Som","Love Funk",97,155,13,"711329"
187,"spotify:track:5oI9blwsXC8AkTWw6wASY8","Matuê","Máquina do Tempo","Sony Music Entertainment",2,181,65,"708263"
188,"spotify:track:67fTDdGkHk1G5IZokS4uML","Murilo Huff","Esse Barulho","M Show",81,192,21,"703539"
189,"spotify:track:48Ll1C6qAnP2UjnopQDh4a","Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA","Bala Love","Mc Anjim",2,172,43,"703216"
190,"spotify:track:1EOvzIhBFxiFvjubeCHn3T","Douglas & Vinicius, Zé Neto & Cristiano","Estelionato Afetivo - Ao Vivo","Virgin Music Label And Artist Services (S&D)",75,199,36,"702068"
191,"spotify:track:6WxpU2F5gwTzwYsAalI6nI","Marília Mendonça, Maiara & Maraisa","Motel Afrodite","Som Livre",14,-1,35,"700904"
192,"spotify:track:53BkPZwlaLbW77uV9BnJkl","Mc Poze do Rodo, Mainstreet, Ajaxx, Galdino","Eu Fiz o Jogo Virar","Mainstreet Records",22,152,41,"698355"
193,"spotify:track:3Ci8V9ys9v7TPYyNt5WWqg","Dj GBR, Mc IG, MC Ryan SP, MC Hariel, Mc Kadu, MC Marks, Mc Don Juan, Mc Luki, MC PH","Let's Go 2 (feat. MC Hariel, Mc Kadu, MC Marks, Mc Don Juan, Mc Luki & MC PH)","Sony Music Entertainment",167,167,2,"695552"
194,"spotify:track:6giaOyDFbE4J8iclhCdW7E","Azzy, MC Ryan SP, Chris MC, Xamã, Lourena, L7NNON, Cynthia Luz, Mc Poze do Rodo, Salve Malak","Poesia Acústica #11 Nada Mudou","Pineapple StormTV",12,178,52,"691112"
195,"spotify:track:50gPsfGHy5OnPauA9455DM","Tarcísio do Acordeon, Marcynho Sensação","Rolê","Sua Música",3,-1,46,"686951"
196,"spotify:track:3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now","Warner Records",2,191,130,"685426"
197,"spotify:track:0FqVtQxRD3HsPltldG5v5M","João Gomes","Aquelas Coisas","JG Shows",3,-1,49,"684782"
198,"spotify:track:6jjYDGxVJsWS0a5wlVF5vS","BTS","Butter","BIGHIT MUSIC",17,161,24,"684048"
199,"spotify:track:1hs2hRwPfyFLoYIf6jY1W7","Os Barões Da Pisadinha, Maiara & Maraisa","Zero Saudade - Ao Vivo","Sony Music Entertainment",9,-1,53,"677979"
200,"spotify:track:5TPXcKSOlPaz2pkYbWiWHU","Clayton & Romário","Ai Eu Chorei - Ao Vivo","Virgin Music Label And Artist Services (S&D)",200,-1,1,"677892"
