rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
176,"spotify:track:2dpaYNEQHiRxtZbfNsse99","Marshmello, Bastille","Happier","Joytime Collective",43,167,75,"663573"
177,"spotify:track:7wAQTVTggrFQ4bceY6e3GE","PEDRO SAMPAIO, Jefinho","AQUECIMENTO DO PEDRO SAMPAIO","WM Brazil",172,177,6,"654906"
178,"spotify:track:1IfEBUFHQbv2E1W0867av9","Anne","Are baba","WM Brazil",178,-1,1,"652134"
179,"spotify:track:1YAtg8jo5fR3Q01eO2jPTl","Mc Bola, Mc Magal, Djay W","Positividade","GR6 Music",132,176,15,"651802"
180,"spotify:track:3fWhwTdoZXScaoGReWzvtv","Pezão, FP do Trem Bala, DJ 2F","Morena","FP do Trem Bala",180,194,3,"651464"
181,"spotify:track:36P6ptTyxOggYgR2aoZiAl","Diego & Victor Hugo, Raí Saia Rodada","Pisadinha - Ao Vivo","Sony Music Entertainment",176,189,5,"648170"
182,"spotify:track:0EZuXcsnjEmGuRYdFdcctX","Marília Mendonça","Sem Sal - Ao Vivo","Som Livre",20,157,65,"647574"
183,"spotify:track:2VxeLyX666F8uXCJ0dZF8B","Lady Gaga, Bradley Cooper","Shallow","A Star is Born OST",3,179,69,"647011"
184,"spotify:track:4zZ2rPOa8itw3VuusVSicv","Mc Th, Xamã, WC no Beat, Medellin, Pep Starling","Deixa","MC TH OFICIAL",112,182,12,"646948"
185,"spotify:track:1RjXeMh0fK2BatVETXZXFy","Vitão, Feid","7 Chamadas","Universal Music Ltda.",176,-1,2,"646103"
186,"spotify:track:4YbZBChhX5SkLhNJcvvhuD","Pk, Belo","Indomável (Participação especial de Belo)","WM Brazil",146,195,16,"637570"
187,"spotify:track:1EQ8sBQ7Abv9DvNBzhXAcv","Nando Reis, Ana Cañas","Pra Você Guardei O Amor","Universal Music Ltda.",121,191,73,"636106"
188,"spotify:track:5eMmT4Ava5BGThju0AD8vQ","Gusttavo Lima","Cem Mil - Ao Vivo","Sony Music Entertainment",1,168,65,"634266"
189,"spotify:track:23GNCotvXa7WPvgYuruJjE","MC WM, POCAH, Jerry Smith","Para não","WM Brazil",57,183,23,"634207"
190,"spotify:track:2vHshN6rsDYqoiZlMhfRpo","Orochi, Dallass","Balão","Orochi Records",85,198,40,"630320"
191,"spotify:track:4eB8rsNNm5791m3uvEBNLR","Zé Neto & Cristiano","Estado Decadente - Acústico","Som Livre",10,172,54,"629505"
192,"spotify:track:3N6isgIE6SAFbRfRIbQ3sd","MC Kevin o Chris, Dj Juninho 22","Morena Cor do Pecado","ADpar",89,181,16,"624932"
193,"spotify:track:1AmG2vRzkO6VeYydpU33SL","Os Parazim","Espetinho","Os Parazim",193,-1,1,"621385"
194,"spotify:track:4iANxSIDT3kGekiquMSAgT","Vitão, Luccas Carlos","Embrasa","Universal Music Ltda.",106,-1,43,"619762"
195,"spotify:track:3ZkTtSBN1wcSw35F8GDRmr","Gusttavo Lima","Chora Até Perder a Fala - Ao Vivo","Sony Music Entertainment",185,-1,2,"618489"
196,"spotify:track:75G8U8YHMcHirBsO0we3zR","Dj Guuga, MC WM","7 Dias 7 Corpos","GR6 Music",166,185,12,"617241"
197,"spotify:track:11Y1IGMIThaxu4ijcXRNYs","Pixote","Nem de Graça","GR Shows",152,-1,23,"614914"
198,"spotify:track:1DdEU9f7uXklMx6Dm0Mdwq","Orochi, Kizzy","Acende o Isqueiro","Orochi",86,200,15,"614242"
199,"spotify:track:7ArNH109yIfwIquJ535fsi","Marcos & Belutti, Gaab","Certo e Duvidoso - Ao Vivo","Sony Music Entertainment",199,-1,1,"605289"
200,"spotify:track:0RiRZpuVRbi7oqRdSMwhQY","Post Malone, Swae Lee","Sunflower - Spider-Man: Into the Spider-Verse","Republic Records",56,184,63,"605083"
