rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
34,"spotify:track:1gUKbDEyGK4uo8t8MdjKMZ","Clayton & Romário, Luan Santana","Namorando Ou Não - Ao Vivo","Virgin Music Label And Artist Services (S&D)",14,34,23,"3551799"
35,"spotify:track:3khLpwuyIjEOw8vfJ1oUIT","MC Kevin o Chris, MC Caja","Papin","MC Kevin o Chris",17,35,18,"3482669"
36,"spotify:track:2BlFIe0712LBUtTHxbqjme","NATTAN, Felipe Amorim","Love Gostosinho - Ao Vivo","Vybbe",12,37,31,"3481475"
37,"spotify:track:2LTlykcdu0gwb7zcKneo2a","KayBlack, Baco Exu do Blues, Marquinho no Beat","Melhor Só","WM Brazil",3,36,20,"3383816"
38,"spotify:track:7IPEkUJsnWYNyBkK2i2FPj","Hugo & Guilherme","Mágica - Ao Vivo","Som Livre",11,38,20,"3346574"
39,"spotify:track:4lL0M9HzNFspnIwj2WfU6c","Gusttavo Lima, Wesley Safadão","Oi Vida - Ao Vivo","Sony Music Entertainment",39,49,3,"3291993"
40,"spotify:track:3ktTWpYdXrYApH54cBo4Ap","Matuê, Rich The Kid","Conexões de Máfia (feat. Rich The Kid)","Sony Music Entertainment",1,40,16,"3211748"
41,"spotify:track:6xRDvureEBwHgwAYDufbJL","Eric Land, Tarcísio do Acordeon","Chorei na Vaquejada","Eric Land",15,39,13,"3190091"
42,"spotify:track:0Q1oLvAI9QaD3DIlvluTqx","Israel & Rodolffo","Voltou Com Quem Não Voltava - Ao Vivo","Som Livre",42,44,13,"3151214"
43,"spotify:track:15nTZqWfpXZk9Xh043Ognh","Léo Santana","Posturado E Calmo","Universal Music Ltda.",29,41,10,"3095412"
44,"spotify:track:5vdQUAFncALEH9EQvyAqIX","DJ Jeeh FDC, MC LCKaiique, MC Celo BK, DJ Menezes, DJ Arana, Mc Yoshi","Forte Forte de Lacoste - Pra Começar o Final de Semana","24por48",39,43,10,"3073092"
45,"spotify:track:2nfnhFDhwMet9yZodpGfn3","Luan Santana","AMBIENTE ERRADO - Ao Vivo","Sony Music Entertainment",45,73,2,"2886619"
46,"spotify:track:6L2ule7uWSdh1qjcMO3vUD","Murilo Huff, Wesley Safadão","Quem tá Pegando","M Show",42,46,13,"2827719"
47,"spotify:track:2pidGuLSSVZPcbzE5QA1Ux","Hugo & Guilherme","Elevador - Ao Vivo","Som Livre",35,45,10,"2704525"
48,"spotify:track:0Co2c6T1U06m4wLT6kOxdc","Pineapple StormTv, Cesar Mc, MC Ryan SP, Lourena, Major RD, Derxan, WIU, Djonga, KayBlack, Gloria Groove, Salve Malak","Poesia Acústica 14","Pineapple Storm",37,48,4,"2674376"
49,"spotify:track:1Z3QqD45wKKN6fUKBXSvcZ","Diego & Victor Hugo, Luan Pereira","Pirulito Vermelho","Sony Music Entertainment",49,50,9,"2668858"
50,"spotify:track:4lrvlZwLnLYlXLhP5dH7DV","Juliette","Tengo","Virgin Music Label And Artist Services (S&D)",50,69,2,"2661304"
51,"spotify:track:7nFvKgVumc9FcU97zGjjei","WIU","Coração de Gelo","Sony Music Entertainment",4,52,37,"2648387"
52,"spotify:track:5aqwwgL4XOv2YJYwLiqKOZ","Maiara & Maraisa","A Culpa É Nossa - Ao Vivo","Som Livre",8,55,35,"2643862"
53,"spotify:track:6hu4HvpNzrW2RIEEAZC3vD","KayBlack, Marquinho no Beat, Wall Hein","Segredo","WM Brazil",19,51,20,"2592669"
54,"spotify:track:1yxLzhNXgm3SwyjbrBudcu","Juliette","Sai Da Frente","Virgin Music Label And Artist Services (S&D)",47,47,7,"2568237"
55,"spotify:track:7x9aauaA9cu6tyfpHnqDLo","Jung Kook, Latto","Seven (feat. Latto)","BIGHIT MUSIC",19,56,5,"2521239"
56,"spotify:track:77BR4gaUAp3p0uA8UL6HT9","Belle Kaffer, Ana Castela, Charles New","Não Para","WM Brazil",33,54,24,"2488682"
57,"spotify:track:3o4wcB1Y6xC62eF02n9RSZ","Luan Pereira, MC Ryan SP","ELA PIROU NA DODGE RAM","Som Livre",14,42,22,"2472737"
58,"spotify:track:745VUhm32odbxJI2q1rUMv","MC Guh SR, MC Pê Original, Dj Pikeno Mpc, Markim WF","Ela Voltou de Perna Bamba","Mandelão Records",21,53,15,"2461822"
59,"spotify:track:7sopDXkuzXtHt8AQpdBxmT","Ana Castela","DONA DE MIM","AgroPlay",13,61,34,"2386597"
60,"spotify:track:4kRLRWnn5u9wO2wOKAAdEN","Bibi Babydoll, Dj Brunin XM, KZA Produções","Automotivo Bibi Fogosa","WM Brazil",60,60,6,"2378539"
61,"spotify:track:7Ht57bh2FwiQLwRH9zqESG","Rogerinho","085 - Ao Vivo","ONErpm",20,59,27,"2356536"
62,"spotify:track:5TtTijiNYtFc6ktQARjY30","KayBlack, Wall Hein","Preferida","WM Brazil",13,57,20,"2329686"
63,"spotify:track:4vdFF0P7oTZoeKvnfIsbh3","Henrique & Juliano","Te Esqueci Sem Querer (Ao Vivo Em Brasília)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",43,71,17,"2303934"
64,"spotify:track:4ASA1PZyWGbuc4d9N8OAcF","Gustavo Mioto, Mari Fernandez","Eu Gosto Assim - Ao Vivo","Universal Music Ltda.",1,66,48,"2299818"
65,"spotify:track:156LKAN2oh16qflL5oz4tO","MC PH","Os Bico Tão Se Perguntando (Let’s Go 3)","GR6 Music",11,62,19,"2281733"
66,"spotify:track:42JNab8NPeCADJ9D3Cl5wS","Zé Neto & Cristiano","Barulho Do Foguete - Ao Vivo","Som Livre",64,67,7,"2248655"
67,"spotify:track:58KvJ4I2QMhLcRBnkBam2M","Neno No beat, MC Rica","Vem Morenin","Alysson CDs Oficial Label",64,64,3,"2168400"
68,"spotify:track:5qjwjBzWAxXjjqinjENzIF","Jorge & Mateus","Dói","Som Livre",68,68,2,"2128230"
69,"spotify:track:64I2WXRrFWWxjRh8uTYYQB","Henrique & Juliano","Abre A Mente (Ao Vivo Em Brasília)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",64,70,10,"2116052"
70,"spotify:track:22sAwsBH0NoNJXnrBenQuO","MC Xenon, Os Gemeos da Putaria","Sem Aliança no Dedo","DC MUSIC",3,63,28,"2097629"
71,"spotify:track:7zmS0vPbWg2k6sfL3uqrGD","Luiza Martins, Matheus & Kauan","Cê Não Me Superou - Ao Vivo","Som Livre",69,76,9,"2069015"
72,"spotify:track:51FFbyL0PjkYtjXJQP0JoP","Gusttavo Lima","Saudade da Minha Vida - Ao Vivo","Sony Music Entertainment",12,58,29,"2033985"
73,"spotify:track:3uxc6B7LaEeOdLe4WWzME8","Mc IG, DJ WN","Faz Completo, Chefe","WM Brazil",73,-1,1,"1994735"
74,"spotify:track:6p6ohOKSzL4JaIRzSeOmWx","Felipe Amorim, Gustavo Mioto","Cama Embrasa","One Play",48,72,14,"1993551"
75,"spotify:track:4AKsSRxe6z6woOAsXr5gVA","Mc Kevin, MC Hariel, DJ Jorgin","Coração na Geladeira 2","WMD",75,87,5,"1960358"
76,"spotify:track:27ECP9NCzTAoTpxXNePZuS","Mc Paiva ZS, Love Funk, DJ Ak beats","01 Não É 02","Love Funk",74,74,8,"1882415"
77,"spotify:track:6njJR3OIp3oA0Kc4aC9Tzf","S3BZS, Mc Gw, Mc Menor Do Alvorada","MONTAGEM - PR FUNK","S3BZS",65,77,9,"1861618"
78,"spotify:track:3d1im1pw3WLuEty2k9XzTr","Veigh, Niink, Bvga Beatz, JHXW, Supernova Ent","Clickbait","Supernova Entertainment Under Exclusive License to UnitedMasters",15,75,16,"1840679"
79,"spotify:track:4sfY9Q4rQKVwxQVKo6v04i","Vulgo FK, MC Ryan SP, Tkd, Bvga Beatz, MATHINVOKER","2023","Som Livre",78,86,5,"1833238"
80,"spotify:track:5btDKzAsFh975NSWxwBHRc","Felipe Amorim","Coisas Que Eu Sei","One Play",44,88,18,"1819853"
81,"spotify:track:2M4kQD87lKnAS9vFlb4Bez","Matheus & Kauan, Jorge & Mateus","Pactos - Ao Vivo","Universal Music Ltda.",6,82,44,"1814204"
82,"spotify:track:0yZRkiCSy4ra9EykuYyGo0","Vulgo FK, Kyan, Bvga Beatz, Toledo","Mandona (Se eu te dissesse)","GR6 Music",47,81,15,"1790575"
83,"spotify:track:1KEhkxdCRb1k8UDHqACgNY","Lauana Prado, Guilherme & Benuto","Desandei - Ao Vivo","Universal Music Ltda.",41,65,16,"1771370"
84,"spotify:track:7kJ0aTB5gLMYrJjYft3Vx6","DJ Katrip, Dj Darge, Mc Th, Mc Delux","Na Contramão","DJ Katrip",59,80,14,"1762938"
85,"spotify:track:5gH5JWzP4Iqqagm0f4UGL0","Zé Felipe","Marrento","Som Livre",85,-1,1,"1760840"
86,"spotify:track:09pQ3lGyMTpW3rz7a71zwQ","Hugo & Guilherme","Metade De Mim - Ao Vivo","Som Livre",24,83,24,"1758216"
87,"spotify:track:1M6rclDhYmqRBMFGNJOFKB","NATTAN, Grandão Vaqueiro","Americana Na Vaquejada","Feeling",37,79,20,"1714888"
88,"spotify:track:48cRh79BIB3MTXuwJY8rOJ","Jão","Me Lambe","Universal Music Ltda.",88,-1,1,"1712797"
89,"spotify:track:1a5LfJGq0vuCWQ9Mme0Ac7","Maria Marçal","Deserto (Ao Vivo)","MK Network",85,95,45,"1703700"
90,"spotify:track:5ffDENIdtByAZxHpuuj9li","Veigh, Nick Nash, Wylo, Nagalli, Supernova Ent, Kaash Paige","Vida Chique","Supernova Entertainment",38,89,33,"1697910"
91,"spotify:track:3l5VjEAeUTqrlD50iEo8Yn","KayBlack, CVSTRO, Wall Hein, AMUSIK","Licor 43","Elenko Music",64,92,48,"1684633"
92,"spotify:track:7CJJ7JC3kj9XdweWTvfVhX","Zé Felipe, Igow, Wesley Safadão","Vacilão","Som Livre",2,94,22,"1684105"
93,"spotify:track:4qx6N7gtoRnqFHQKOS5AKH","Henrique & Juliano","Rancorosa (Ao Vivo Em Brasília)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",17,103,21,"1681041"
94,"spotify:track:6F0ldIcRC6oCcn3hDukg9T","Thales Lessa, Nadson O Ferinha","Cadê Seu Namorado Moça?","WM Brazil",64,84,12,"1677194"
95,"spotify:track:1L7hWEc3tVjvmbw48ShktM","Gusttavo Lima","Desejo Imortal (It Must Have Been Love) - Ao Vivo","Sony Music Entertainment",26,91,18,"1671816"
96,"spotify:track:2FjCfytqRpicOTtX2lqcBo","Ana Castela, Simone Mendes","Não Vai Ver Nunca","AgroPlay",96,-1,1,"1669111"
97,"spotify:track:2xs2TwrlfamtW0DQqId0M5","DJ BOY, Mc Don Juan, MC Joãozinho VT, Kako, MC Hariel, MC Tuto, MC Marks, MC Vine7","Set Dj Boy 3.0","Sonar Music",87,96,14,"1666863"
98,"spotify:track:6ELMBm3lZFitAZp03GBBNG","Gabriela Rocha","Me Atraiu - Ao Vivo","Onimusic",75,97,26,"1666588"
99,"spotify:track:5Ubx4DpvVodvsGH9ilxPVi","Guilherme & Benuto, Hugo & Guilherme","Haja Colírio (feat. Hugo & Guilherme) - Ao Vivo","Sony Music Entertainment",2,100,60,"1657786"
100,"spotify:track:5WsM6qhZzRSD3oKbtorxzD","MC Kevin o Chris, BUARQUE","Aquecimento Senta Senta Suave","MC Kevin o Chris",8,99,23,"1640852"
101,"spotify:track:2LJLGfBHKFmNdD4iXRRPXV","Gusttavo Lima","Solteiro Frustrado - Ao Vivo","Sony Music Entertainment",60,85,9,"1636515"
102,"spotify:track:1JQ1ylL2JEjC6Ib7IJgOvS","Mc Don Juan, DJ Yuri Martins","Coração Amoleceu","WM Brazil",65,98,28,"1593482"
103,"spotify:track:4T88uzmAghjSBhABSz7jcB","Luísa Sonza","Campo De Morango","Sony Music Entertainment",103,-1,1,"1593282"
104,"spotify:track:77VEEXFqs8GlKhT1lWHcsE","Mc Poze do Rodo, MC Cabelinho, MC Ryan SP, Bielzin, Oruam, Portugal No Beat","A Cara do Crime 4 (Acendo a Flor)","Mainstreet Records",104,-1,1,"1568305"
105,"spotify:track:0dcHD9QhnWRA41zoLnC83X","MC Cabelinho, Dallass","X1","MC Cabelinho",30,104,67,"1543401"
106,"spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q","Billie Eilish","What Was I Made For? [From The Motion Picture ""Barbie""]","Darkroom/Interscope Records",77,93,5,"1540643"
107,"spotify:track:1YTzCKxoOSZOqcNh6wa15I","MC Menor MT, DJ DEIVÃO, DJ Gouveia","Galopeira","2023 Portuga Records / Terror Dos Bailes",71,102,17,"1535050"
108,"spotify:track:6L8aBaqfwMuwhpI9uhbyjp","PEDRO SAMPAIO, Mc Tato","JOIA RARA","WM Brazil",86,90,5,"1527024"
109,"spotify:track:7bz3kEKKtEONtzxB6jrnb5","Mc Don Juan, Mc Kako, DJ BOY, Gabb MC, MC Joãozinho VT, MC Marks, MC Vine7, Mc Robs","Banco do Carona","WM Brazil",109,145,10,"1520696"
110,"spotify:track:2tFmuYL5D8zqBHvs0nG5Tn","KayBlack, Marquinho no Beat","Bonjour","GR6 Music",32,101,27,"1514491"
111,"spotify:track:1OZ4uv7OAP24Ix6j3vojLt","Mc Paiva ZS, MC Ryan SP, Kotim","Casei Com a Putaria","Love Funk",1,115,58,"1504807"
112,"spotify:track:6eNRGL6Nkdg7RhJtmbcl0j","Mc Tato, DJ Ak beats","Luz do Luar","RF PRODUTORA",7,107,34,"1501791"
113,"spotify:track:5WGTBzRLbjj0Sm3Br8X1rI","Mc Paiva ZS, Gabb MC, Dj Aladin GDB, Love Funk","Bandido Não Dança","Love Funk",32,109,31,"1482360"
114,"spotify:track:4UStL1GSBg8uThwygAz7Ao","Jão","Escorpião","Universal Music Ltda.",114,-1,1,"1475174"
115,"spotify:track:2Vl7x4BkNhhJkEmQQMcV0V","Mc Jacaré","Toma Tapa","A Chave",27,105,36,"1474626"
116,"spotify:track:25ozhTrBf6vc13i1QcNNN4","Ferrugem","Interessante","WM Brazil",116,139,7,"1456073"
117,"spotify:track:2i8f4VnnBjy0yDqH2C452a","Olivia Rodrigo","bad idea right?","Olivia Rodrigo PS",117,-1,1,"1455761"
118,"spotify:track:1rLahQ58edFplZKDcjJ7cH","Veigh, Luchinha Jr, Supernova Ent, Baby","Mandraka","Supernova Entertainment",91,111,28,"1440158"
119,"spotify:track:3gCWngngUs1uojw33vrE8K","Jorge & Mateus","5 Regras - Ao Vivo","Som Livre",7,125,55,"1439149"
120,"spotify:track:0tBgLNgCmRTmqrydcFfQjt","Pedro Paulo & Alex, Ana Castela","Ia Dar Bom","Artinvox",78,106,11,"1429167"
121,"spotify:track:0btol0yAwaK1mJdyQfnKFn","Henry Freitas","Eu Nem Lembro","Henry Freitas",121,127,3,"1426556"
122,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",10,117,72,"1424756"
123,"spotify:track:57w75cw5ROGxHeDmZ9S0mS","Hungria, João Carlos Martins","Preta","Hungria Hip Hop",116,116,2,"1423477"
124,"spotify:track:74Le949TrZk4zwDjtWzH23","Bruno & Denner, Gusttavo Lima","Cavalo de Pau","Balada Music",46,114,44,"1418266"
125,"spotify:track:2orGm2E68ODFYOURjaES62","WIU, MC Ryan SP","Felina","Sony Music Entertainment",5,113,47,"1412883"
126,"spotify:track:5geU4byUA1hnQofQPOsPDS","Orochi, MC Ryan SP, Oruam, Xamã, Neo Beats, Kizzy, Mainstreet","Sereia","Mainstreet Records",8,124,42,"1410788"
127,"spotify:track:3FIaZm2OSMGUbaglDi0FM8","Lauana Prado, Diego & Victor Hugo","Beijo Fuleiro - Ao Vivo","Universal Music Ltda.",102,108,4,"1405365"
128,"spotify:track:2hkwwmmLC90T8BQ7t3xufq","Zé Felipe, Ana Castela, Luan Pereira","Roça Em Mim","Som Livre",5,122,39,"1402786"
129,"spotify:track:1aDGzQHWNCMy3pF1Stqjk7","Vulgo FK, KayBlack, WEY, Pedro Lotto, Wall Hein","Celine","Som Livre",81,112,5,"1393175"
130,"spotify:track:5AdPP30mjJCtBMyYKZUEU7","Guilherme & Benuto, Xand Avião","Assunto Delicado - Ao Vivo","Sony Music Entertainment",3,130,52,"1392815"
131,"spotify:track:3YQvZNmRc2y1hgdvustkce","MC Cabelinho, Ajaxx, Galdino","MINHA CURA","Bairro 13",57,119,34,"1378476"
132,"spotify:track:7AwVSKaQxpidrtYBerkHKk","Ana Castela, Melody, Dj Chris No Beat","Pipoco","Ana Castela",1,129,64,"1378048"
133,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",95,152,12,"1367217"
134,"spotify:track:0QcKkN8b4iVkmVsbaze8OS","Henrique & Juliano","Devia Ser Proibido (Ao Vivo Em Brasília)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",107,128,3,"1364082"
135,"spotify:track:3zKJWk2l4uZ46KNRSFHriG","Naiara Azevedo, Ana Castela","Palhaça - Ao Vivo","NA Records",18,78,31,"1347056"
136,"spotify:track:3fkLH5wAzni4mcXl4c6cAC","Nadson O Ferinha","Sinal","pidamusic",92,118,13,"1344225"
137,"spotify:track:5pBU3Yihoa4hiwQ2T5fGhH","Guilherme & Benuto, Matheus & Kauan","Esse B.O é Meu - Ao Vivo","Sony Music Entertainment",15,138,41,"1339693"
138,"spotify:track:52kcarcX0FQ6wPulXm2bMJ","Vulgo FK, MC Cebezinho, KayBlack, Pedro Lotto, AMUSIK","Meca Cereja","Elenko Music",43,120,41,"1329113"
139,"spotify:track:0oZrvoCYEbKGCsU7cQqNnw","Yago Oproprio, Rô Rosa, Skeeter Beats","Imprevisto","Som Livre",32,144,43,"1326890"
140,"spotify:track:1vYXt7VSjH9JIM5oRRo7vA","Dua Lipa","Dance The Night - From Barbie The Album","Atlantic Records",80,110,5,"1321258"
141,"spotify:track:52EYWdjiulHaehpexuowyh","MC Cabelinho, Cyclope Beatz, Red, meLLo","FOGO E GASOLINA","Bairro 13",30,123,35,"1319886"
142,"spotify:track:6bTdZ7xfKp3NqqADJ8HLyj","Matuê, WIU, Teto","Vampiro","Sony Music Entertainment",1,136,72,"1309199"
143,"spotify:track:3O2wrDL7nnSDZOrdZqxyoY","Mc IG, MC Pipokinha, DJ Glenner","Noite Fria","GR6 Music",20,132,24,"1302537"
144,"spotify:track:3571WJGuiFHQkWl1w5qR79","Mc Paiva ZS, MC Ryan SP, Mc Kadu, Bruderr, Love Funk","Bebezinhas da Facul","Love Funk",144,162,2,"1293906"
145,"spotify:track:0pZIBIJ253pH9gJtXE0Ouf","KayBlack, Marquinho no Beat, Wall Hein","Vestido da Fendi","Elenko Music",100,131,64,"1289738"
146,"spotify:track:4C1zrTdEYE55CfWuYlYZ28","Os Barões Da Pisadinha, Diego & Victor Hugo","Não Deixa Eu Saber","Sony Music Entertainment",143,143,3,"1274781"
147,"spotify:track:3PLdcrfVesYKyTpS1EXsxO","Dilsinho","Diferentão - Ao Vivo","Sony Music Entertainment",147,166,6,"1267110"
148,"spotify:track:1JxrRikYoQjq2hlogQFyv5","AgroPlay, Luan Pereira, Dj Chris No Beat","Vai Luan - AgroPlay Verão","AgroPlay",54,121,8,"1256039"
149,"spotify:track:04VGH9Geb8DSz851etQYtc","Lauana Prado","Chorada - Ao Vivo","Universal Music Ltda.",149,-1,1,"1251920"
150,"spotify:track:0oB3IBEhbmgTrL7mV0VnFq","Kadu Martins","Novinha do Onlyfans - Tchan Ran Tchan Tchan","Kadu Martins",10,146,42,"1249061"
151,"spotify:track:1AaBgDyjuG6ckj8PuRoG9m","Jão","Alinhamento Milenar","Universal Music Ltda.",151,-1,1,"1246276"
152,"spotify:track:0wSFsliBwxevwTEXXag2ro","Mc Don Juan, DJ Boy","A Semana Inteira","WM Brazil",139,150,5,"1241920"
153,"spotify:track:0bBwi6ddYeTv5fXgHAdfiH","MC MENOR HR, MC MENOR SG, DJ ESCOBAR","Evoque Prata","GUETTO RECORDS",1,157,42,"1236909"
154,"spotify:track:5y7yYXNSsT89A27DQxbmUL","Wesley Safadão, Ana Castela","Covardia","Wesley Safadao",17,133,20,"1231777"
155,"spotify:track:4VvsTSxSSAu8IRBpt3iDMR","Isaias Saad","Bondade de Deus","Onimusic",155,165,17,"1229588"
156,"spotify:track:4qDT0BeJ7BjatrN9k8AvB4","Teto, WIU, Matuê","Flow Espacial","Sony Music Entertainment",6,140,29,"1228320"
157,"spotify:track:2SFc3dFgkPvADsqz84MYi6","Os Quebradeiras, DJ Zullu, Stefan Baby, Mousik","Faz o Teu Nome","Mousik",135,135,3,"1225726"
158,"spotify:track:6vOdrnuWDwm6lKtuienvzt","Jão","Julho","Universal Music Ltda.",158,-1,1,"1224253"
159,"spotify:track:4mD9hjoTckjeL1CrJCx0MT","DJ Jeeh FDC, MC Menor MT, Yuri Redicopa, Mc Pelé","Puta Mexicana","PMI Records Oficial",4,141,33,"1218790"
160,"spotify:track:2X5o4nRiocnoaaQ2wMwaeC","DJ Cayoo, DJ ESCOBAR, Nilo, MC Myres","Sorrisin De Puto","Tropa 7lc",45,147,31,"1215406"
161,"spotify:track:1V4l4h7kYaKyXJk74g6ilu","Israel & Rodolffo","Guardanapo Borrado - Ao Vivo","Som Livre",138,148,4,"1214987"
162,"spotify:track:3LxUi6dRPOza6BFcM6xXdW","MC Cabelinho, Belo, Mousik","MINHA CURA - REMIX","Bairro 13",84,151,11,"1214217"
163,"spotify:track:6UHMmTS8TfWK3vKvoEZOQG","AgroPlay, Ana Castela, Rodolfo Alessi","Me Gusta - AgroPlay Verão","AgroPlay",53,134,12,"1213471"
164,"spotify:track:4aFZiSRqkxC5sIbSDMWBE5","Wesley Safadão","Rua - Ao Vivo em Bahamas","Wesley Safadao",109,142,5,"1212839"
165,"spotify:track:7qoIhutxU269Zqo9PG5IOj","Pineapple StormTv, Chris MC, Salve Malak, Tz da Coronel, MC Cabelinho, Chefin, L7NNON, Luísa Sonza, Oruam, Xamã, N.I.N.A","Poesia Acústica 13","Pineapple StormTV",1,158,48,"1211638"
