rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
50,"spotify:track:4NFkcqZ3jU2O9rgEbuluVn","Mario Mc, Menor Adr, Talentos 086","Bafora o Lança - Remix","Talentos 086",21,45,7,"1893901"
51,"spotify:track:5TPXcKSOlPaz2pkYbWiWHU","Clayton & Romário","Ai Eu Chorei - Ao Vivo","Virgin Music Label And Artist Services (S&D)",45,48,12,"1864859"
52,"spotify:track:5zwwW9Oq7ubSxoCGyW1nbY","BLACKPINK","Pink Venom","YG Entertainment/Interscope Records",22,66,5,"1777983"
53,"spotify:track:3IMLoeLerS7TMpKjxUgAhx","Henrique & Juliano","Arranhão (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,53,59,"1727925"
54,"spotify:track:0tM4J8aID6qYZOE3e14sCj","Henrique & Juliano","Acordo (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",21,54,48,"1712626"
55,"spotify:track:5fstoJBdyj9Yvhe4W5hmEP","Dj GM, Mc Lipi, Oldilla, Mc Piedro, MC Paulin da Capital, MC Lemos, Mc Lele JP, MC Ryan SP, Gabb MC, Mc Paiva ZS, Love Funk","Set Wesley Alemão","Love Funk",55,56,3,"1697535"
56,"spotify:track:2ebFBmle5uXcdbrCAOvPcZ","Guilherme & Benuto","Vagabundo Chora - Ao Vivo","Sony Music Entertainment",20,51,32,"1688793"
57,"spotify:track:4QQTPEwqE4Aq7LXSyIgSci","Mc Kitinho, Mc guizinho niazi, DJ DEIVÃO, Silva Mc","Primeiro Beck Ela Me Mamou","Fluxos Records",57,69,2,"1673325"
58,"spotify:track:5lCAtKxkZL6tFDyGX9t87j","Wesley Safadão","Eu Já Tava Bem - Ao Vivo","Wesley Safadao",19,52,42,"1651943"
59,"spotify:track:11fqunD6qlOCrRd88kMOk6","Henrique & Juliano","Evento Cancelado (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",22,58,18,"1613625"
60,"spotify:track:4qsOrxBv09HhNSpsgMRXdC","Marília Mendonça, Maiara & Maraisa","Esqueça-Me Se For Capaz","Som Livre",1,67,49,"1512591"
61,"spotify:track:7afaZ37wJJL6880z1NRgJS","Teto","Fim de Semana no Rio","Sony Music Entertainment",3,55,25,"1507198"
62,"spotify:track:4aoZBldNDVYmTwmeoI49ud","Mc Gabzin, DJ TAK VADIÃO, dj sv","O Poder Dessa Garota","Sony Music Entertainment",56,59,21,"1500825"
63,"spotify:track:6Lk3kU7JcQ5dZ7jbmhJzQN","Zé Neto & Cristiano","Melhor Ser uma Saudade","Som Livre",13,64,34,"1493930"
64,"spotify:track:7HdWqZjUmIHK5B8zwPCRds","Léo Santana, Mc Don Juan, Mari Fernandez","Áudio Que Te Entrega - Faixa Bônus","Universal Music Ltda.",19,60,26,"1493257"
65,"spotify:track:3lQnTQFBxk1HMsj8aa4syY","Kadu Martins","Virando o Olhinho","Kadu Martins",57,62,11,"1479485"
66,"spotify:track:6nkoWsFZeFt5dUdNmlIceh","Gusttavo Lima","Bloqueado - Ao Vivo","Sony Music Entertainment",4,65,43,"1473834"
67,"spotify:track:2VbKpQWIMRelKmEy8rSCAf","Kako, MC Erik, MC GP, MC Ryan SP, MC Marks, MC Joãozinho VT, DJ BOY, Dj GM","Set Tatuapé Conceito 2","Sonar Music",63,68,11,"1448905"
68,"spotify:track:1XcmAgREOuJQb91sr68AAD","Dyamante DJ, Mc Gw","Sentadinha Diferente","NWS",51,63,11,"1427943"
69,"spotify:track:14JKzKrJbPDflw8XyATMey","Henrique & Juliano","A Maior Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",10,71,55,"1387202"
70,"spotify:track:3AJwUDP919kvQ9QcozQPxg","Coldplay","Yellow","Parlophone UK",50,50,3,"1375463"
71,"spotify:track:6BF3nZQkAg9qvE0DLVSfyH","Baco Exu do Blues, Luísa Sonza","Hotel Caro","Baco Exu do Blues",4,70,15,"1363846"
72,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",72,79,8,"1361780"
73,"spotify:track:4can6ssapSsRCEbZZfYL8K","Filipe Ret, Caio Luccas, BIN, BUDAH, Borges, Marina Sena, Teto, Luiz Lins, Pineapple StormTv","Poesia Acústica #12 Pra Sempre","Pineapple StormTV",24,95,30,"1348879"
74,"spotify:track:0yDMhYTryvQoR634wDgQ1j","MC Hariel, DJ BOY","O Fim é Triste (feat. DJ BOY)","WM Brazil",62,72,13,"1343427"
75,"spotify:track:48LEhRW4gLMCVSYFEZvt8b","João Bosco e Gabriel, Diego & Victor Hugo","Assume a Gente - Ao Vivo","Som Livre",40,75,26,"1332709"
76,"spotify:track:3ZtHHGpAPSWC7Gnios4lmK","sxmmerx","Metflix","sxmmerx",31,57,9,"1332093"
77,"spotify:track:1t5dhHyXMwdbAcI3EQRqFV","Diego & Victor Hugo","Meio Fio - Ao Vivo","Sony Music Entertainment",68,74,7,"1328405"
78,"spotify:track:4ASA1PZyWGbuc4d9N8OAcF","Gustavo Mioto, Mari Fernandez","Eu Gosto Assim - Ao Vivo","Universal Music Ltda.",78,-1,1,"1320590"
79,"spotify:track:5etfNcFAD9M8uibXpYMxfQ","Wesley Safadão","Tu Tava Na Revoada - Ao Vivo","Wesley Safadao",28,73,18,"1294991"
80,"spotify:track:28m65cMH7QXHzFnZSTtNHY","Marília Mendonça, Maiara & Maraisa","Não Sei o Que Lá","Som Livre",21,81,51,"1293880"
81,"spotify:track:7fzgTaVhUxmEzjtcd9NdWo","Tayrone, Marília Mendonça","Cê Tá Preparada - Ao Vivo","Universal Music Ltda.",16,84,62,"1275863"
82,"spotify:track:72g37RoelSnovZakG5MwnF","Mari Fernandez, Marcynho Sensação","Parada Louca","Sony Music Entertainment",8,80,45,"1258013"
83,"spotify:track:3YvE7uo4ffseBoJPh8IhHp","Marília Mendonça, Maiara & Maraisa","Presepada","Som Livre",3,85,46,"1253060"
84,"spotify:track:75fCsUnTiDelE4HMd06t4O","Mc Pepeu, DJ Swat, Doug Hits","Gostosinho Tu Cai","Doug Filmes",19,82,22,"1245137"
85,"spotify:track:1RgJ4lexKGNBlKnyxB5SRt","Teto, Mateca","Balazul","Sony Music Entertainment",31,83,16,"1240458"
86,"spotify:track:2zpiccjPSl315SqthyDf9j","Mc Livinho, Theus Costa, MC Bruna Alves, Faixa Rosa","Na Movimentação (feat. Faixa Rosa)","MBB Diamond",80,89,4,"1221827"
87,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",87,115,2,"1201818"
88,"spotify:track:6JIC3hbC28JZKZ8AlAqX8h","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",52,76,54,"1197474"
89,"spotify:track:7qq40cRIYNKZCDt1STfBqt","Niack","Bruna, Tu Já Parou Pra Pensar","WM Brazil",76,86,12,"1195561"
90,"spotify:track:5mJFh4iRzgmWuEVPG8257V","MC Marks, DJ BOY, Dj GM","Quem Não Conhece Tá Sem Internet","GR6 Music",90,184,2,"1151556"
91,"spotify:track:6TnCI16uLWhyQCrHva9VWj","Kevi Jonny","Te Love - Ao Vivo","LG Produções",91,195,2,"1148772"
92,"spotify:track:6zJejIfVYLgjud3lTk4DLB","Rosa Linn","SNAP","Nvak Collective",92,92,8,"1146154"
93,"spotify:track:30rrBGpna63eIJ2BrXlWDC","Henrique & Juliano","Minha Cópia Atual (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",58,101,25,"1133322"
94,"spotify:track:0roEMqT0P7Z82rJTwcID3Z","Hugo & Guilherme","Felicidade Dela - Ao Vivo","Som Livre",42,96,26,"1129818"
95,"spotify:track:13Rf6RaZT13TW4xLQR3MQr","MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Pineapple StormTv","Poesia Acústica #6 Era uma Vez","Pineapple StormTV",18,126,171,"1126527"
96,"spotify:track:5r9CZJMoMmxio2AnJdxuDS","Grupo Menos É Mais, Di Propósito, Vou Zuar","Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Som Livre",21,98,120,"1101832"
97,"spotify:track:0L8LOav65XwLjCLS11gNPD","BLACKPINK","Typa Girl","YG Entertainment/Interscope Records",97,-1,1,"1100785"
98,"spotify:track:7v3BTjWrmUYjaGiVHVVhCK","Os Quebradeiras, DJ Zullu, Machadez, Mousik, Thamirys","Na Rebolada","Mousik",75,91,6,"1085813"
99,"spotify:track:130HVxaVe9EYcLJmuOR9Rw","Henrique & Juliano","Até A Próxima Vida (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",87,102,30,"1082147"
100,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",30,88,63,"1079601"
101,"spotify:track:7yYrG1nIPeZdLoA9tfU8LL","Mc Jacaré","Boca de Mel","A Chave",97,97,2,"1077605"
102,"spotify:track:53tfEupEzQRtVFOeZvk7xq","ROSALÍA","DESPECHÁ","Columbia",43,87,8,"1067663"
103,"spotify:track:4NJKCE1TBC653P3dCnto0u","Mc Gabzin, DJ Marcus Vinicius","Simplesmente Ela","Sony Music Entertainment",22,94,27,"1058986"
104,"spotify:track:75JFxkI2RXiU7L9VXzMkle","Coldplay","The Scientist","Parlophone Records Limited",61,61,18,"1039087"
105,"spotify:track:3xt7v3bMNnQ8ie8RjhmkX2","Matheus & Kauan","Imagina A Sentada - Ao Vivo","Universal Music Ltda.",18,104,41,"1031618"
106,"spotify:track:3QxKHcpNt6CWNUYCLLBHeZ","MC CH da Z.O, MC Myres, Danado do Recife, eoo kendy, Deyvinho PL","Escolhe o Bandido","Tão Falando Por ai",64,99,11,"1026500"
107,"spotify:track:7HjZD0NPC1hzFpjUjo45GR","Mc Poze do Rodo, Filipe Ret, Mainstreet, Ajaxx","Me Sinto Abençoado","Mainstreet Records",33,106,41,"1021163"
108,"spotify:track:14uWxelOuAUajP8fDvc0Ct","Thiaguinho","Falta Você","Virgin Music Label And Artist Services (S&D)",87,112,16,"1020664"
109,"spotify:track:75FEaRjZTKLhTrFGsfMUXR","Kate Bush","Running Up That Hill (A Deal With God)","Fish People",16,93,17,"1018824"
110,"spotify:track:2s8kT1fuBVjxept8bH68Sw","MC Hariel, Mc IG, MC Marks, MC Joãozinho VT, MC Ryan SP, MC Neguinho do Kaxeta, Mc Kanhoto, Mc Don Juan, DJ BOY, Matheuszin DJ","SET MK 2","GR6 Music",96,113,16,"1018384"
111,"spotify:track:6KKT8dzP21J4WwBp9swjob","Filipe Ret, Mc Poze do Rodo, Nagalli","Sonho Dos Cria","Som Livre",48,107,14,"1012500"
112,"spotify:track:5zNxUkUW9WiV5oyg6gh2wB","PEDRO SAMPAIO, Mc Pedrinho","DANÇARINA","WM Brazil",1,103,33,"1004330"
113,"spotify:track:7wBrglFVTNCcW6IhdgBkm1","Coldplay","Paradise","Parlophone UK",78,78,2,"999643"
114,"spotify:track:2johnzqTeIdgF1kUV4Yaeo","O Tubarão, Treyce","Me Chama de Amor - Arrochadeira Remix","Tops da Arrochadeira",33,100,21,"997169"
115,"spotify:track:4eTtgdIXEy2LvLeg7NNSov","Dallass, Anezzi, Tz da Coronel, Caio Luccas, PJ HOUDINI, MC Maneirinho, NADAMAL, Filipe Ret","Vizão de Cria 2","NadamalRecords",97,120,7,"989639"
116,"spotify:track:5DhiTYpD599fu3q7fCepgL","BIN, Major RD, Mainstreet, Ajaxx","Dior","Mainstreet Records",54,105,14,"988346"
117,"spotify:track:0yL7K9MzC20uBesZTPY81r","DJ Matt D, Menor MC, MC GP, Vulgo FK","Pandora","GREE CASSUA",6,116,42,"987612"
118,"spotify:track:20yfr4F5QmZ5V3Cu1Rx4Kp","Lauana Prado","Elevador - Ao Vivo","Universal Music Ltda.",103,110,8,"987163"
119,"spotify:track:1TyxXIXVVpHwhKaF73z8nw","Henrique & Juliano","Rasteira (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",46,128,53,"974821"
120,"spotify:track:7bh2ybqXcEoIYL8FwiAMou","Mari Fernandez","Intuição - Ao Vivo","Sony Music Entertainment",78,109,14,"972088"
121,"spotify:track:5J4QAC3dpP9EfR90MObl62","Paulo e Nathan","Fala Alguma Coisa - Ao Vivo","Sony Music Entertainment",96,108,3,"972031"
122,"spotify:track:0NBgyml7T0IvUNbXIkcSpH","Xamã, Gustah, Neo Beats, Bagua Records","Malvadão 3","Bagua Records",1,114,42,"971719"
123,"spotify:track:2xebCnKCjYWBhJ4Ai8hO5E","Mc Davi, Mc Kevin, Mc Don Juan, MC Hariel, MC Marks, MC G15, Mc Phe Cachorrera, Gaab, MC Menor da VG, MC Ryan SP, MC Kapela, Perera DJ, Veiga no Beat","Set dos Casados","GR6 Music",22,136,50,"968297"
124,"spotify:track:3jrxlhAtoxi83qc76NT9EG","Filipe Ret, MC Cabelinho, MC Maneirinho","7 Meiota","Som Livre",69,117,14,"966084"
125,"spotify:track:46HNZY1i7O6jwTA7Slo2PI","Coldplay, BTS","My Universe","Parlophone UK",57,77,37,"958904"
126,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",27,124,137,"957679"
127,"spotify:track:6RUKPb4LETWmmr3iAEQktW","The Chainsmokers, Coldplay","Something Just Like This","Disruptor Records/Columbia",10,90,69,"956601"
128,"spotify:track:0mBP9X2gPCuapvpZ7TGDk3","Charlie Puth, Jung Kook, BTS","Left and Right (Feat. Jung Kook of BTS)","Atlantic Records",55,131,13,"953144"
129,"spotify:track:3FkeNbs9Zeiqkr3WkbOiGp","Anitta","Envolver","Warner Records",1,121,45,"952894"
130,"spotify:track:4EVzu5mYyigjyLrryKbZs7","Gloria Groove","VERMELHO","SB Music",9,119,32,"952329"
131,"spotify:track:4AAIAVjSyiq1N7SXKkwXZe","Marília Mendonça","Troca de Calçada","Som Livre",7,138,86,"949410"
132,"spotify:track:7pvrsbBKUQI2QmA74WCJa5","Zé Neto & Cristiano","Ela e Ela","Som Livre",3,132,56,"945544"
133,"spotify:track:0ssgd2ZvDawP0KHGfBYRpv","Filipe Ret, Caio Luccas, Dallass","Good Vibe","Som Livre",67,125,14,"939889"
134,"spotify:track:2LEV3lTRxKqLBfmt5BWkLj","Gusttavo Lima","Não Pega Ninguém Ainda (Ao Vivo)","Sony Music Entertainment",19,122,16,"933348"
135,"spotify:track:68qqVn5kHBv4zc45SDGLnh","Filipe Ret, L7NNON, Chris Beats Zn","Corte Americano","Som Livre",60,140,74,"926818"
136,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",136,139,3,"923284"
137,"spotify:track:347KmRWwYXcZSUgelz7Cit","Filipe Ret, L7NNON, Nagalli","Konteiner","Som Livre",36,134,14,"914479"
138,"spotify:track:1iaPDgTbsKrlznVu13EWIf","MC Cabelinho, Bielzin, Mc Poze do Rodo, Tz da Coronel, Neo Beats","ESSÊNCIA DE CRIA","MC Cabelinho",64,143,39,"914449"
139,"spotify:track:4grGI2vFnknrfmHT1JOVFU","George Henrique & Rodrigo, Gusttavo Lima","Tesão Da Madrugada - Ao Vivo","World Show Produções",41,133,32,"908201"
140,"spotify:track:7gVzhRCrLRUBEGdS7zNTp0","Zé Felipe","Malvada","Som Livre",2,130,34,"907006"
141,"spotify:track:6EDj1nbl9wo6ivGI1t59G4","Jão","Idiota","Universal Music Ltda.",21,135,40,"901356"
142,"spotify:track:2AQJRDfQJbfgmTf5e62Czl","Matuê, L7NNON","Sem Dó","Sony Music Entertainment",25,137,38,"898709"
143,"spotify:track:3Wrjm47oTz2sjIgck11l5e","Måneskin","Beggin'","RCA Records Label",11,111,51,"891651"
144,"spotify:track:5Z9KJZvQzH6PFmb8SNkxuk","Lil Nas X, Jack Harlow","INDUSTRY BABY (feat. Jack Harlow)","Columbia",8,142,61,"890814"
145,"spotify:track:17QN5kFprJqHdHLMj7hz4s","Gusttavo Lima","Ficha Limpa - Ao Vivo","Sony Music Entertainment",3,141,66,"885758"
146,"spotify:track:40fRA3sONEHzt20oKvyhRA","Mari Fernandez, Zé Vaqueiro","Só de Imaginar - Ao Vivo","Sony Music Entertainment",106,148,12,"878520"
147,"spotify:track:2gkKA2pRAsMzbiGPo9gxsc","Clayton & Romário, Jorge & Mateus","Água Nos Zói - Ao Vivo","Virgin Music Label And Artist Services (S&D)",35,156,49,"873028"
148,"spotify:track:7woVi4HBuv0rsO98Ox2Fcq","Mc Paiva ZS, Love Funk, Kotim","Doce Veneno","Love Funk",148,-1,1,"867195"
149,"spotify:track:3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now","Warner Records",2,118,141,"860634"
150,"spotify:track:19RJnfs2PjkAooSGjUQqix","Wesley Safadão","Amor ou Esquema","Wesley Safadao",127,146,5,"854080"
151,"spotify:track:3fSxnkjdgPucRCskjmAlgx","Mc Poze do Rodo, Orochi, Filipe Ret, Mainstreet, Bielzin","A Cara do Crime 3 (Brinde à Liberdade)","Mainstreet Records",43,150,17,"850897"
152,"spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6","João Gomes","Meu Pedaço de Pecado","JG Shows",1,155,68,"849115"
153,"spotify:track:6hFwju6M40CKovKBPu5IpY","Jovem Dionisio","ACORDA PEDRINHO","Jovem Dionisio",1,144,19,"843337"
154,"spotify:track:7a8GawTVgHZvBLQOh46he7","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",154,182,2,"839842"
155,"spotify:track:0cHflpV8SSGbE0NKaasEfT","Filipe Ret, Dallass","F* F* M*","Som Livre",57,153,49,"839803"
156,"spotify:track:71VNsncPcTfQiklVO9uXfB","Felipe & Murillo, Ana Castela","Ô Lá na Roça - Ao Vivo","Felipe & Murillo",156,170,4,"839737"
157,"spotify:track:7aZusA4cWXz3Wv9e9uhavz","Matuê","Quer Voar","Sony Music Entertainment",2,145,59,"838480"
158,"spotify:track:0pZIBIJ253pH9gJtXE0Ouf","KayBlack, Marquinho no Beat, Wall Hein","Vestido da Fendi","Elenko Music",140,163,17,"838021"
159,"spotify:track:6m84TzSTM5nbwZxIxkYHz6","Jorge & Mateus","Namorando Com Saudade","Som Livre",39,154,62,"830527"
160,"spotify:track:3CIyK1V4JEJkg02E4EJnDl","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) - from the series Arcane League of Legends","Kid Ina Korner / Interscope",39,157,47,"828418"
161,"spotify:track:3JJXjB4TtfJMQSqVl1Ul9y","MC BN, MC Guto VGS, Dj kl do abc","Eu Acho Que Vi um Gatinho","Ritmo dos Fluxos Records",161,-1,1,"824568"
162,"spotify:track:3MJhPqL2IgGs7gHEB2M35q","BLACKPINK","Hard to Love","YG Entertainment/Interscope Records",162,-1,1,"822538"
163,"spotify:track:3QGxgNaqaFSpORp2OVLXHR","Chefin, Mainstreet","212","Mainstreet Records",2,159,36,"822168"
164,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",43,161,48,"817470"
165,"spotify:track:0ToPj749UPF7MGE6KDyrIp","DomLaike, Filipe Ret","Posturadão","Offlei Sounds",120,185,5,"815479"
166,"spotify:track:1TFqH3zKOiTZoVe0OQuJte","Grupo Menos É Mais","Até Que Durou / Tu Mandas No Meu Coração / Adorei / Supera - Ao Vivo","Som Livre",140,172,14,"814061"
167,"spotify:track:4W4tbncuac0neqLbTpByen","Eric Land, Felipe Amorim","Botadão","Eric Land",154,165,4,"811588"
