rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
165,"spotify:track:6Sa7wqUh5awzCd2lQPxboK","Hugo & Guilherme, Natanzinho Lima","1 Minuto - Ao Vivo","Som Livre",37,120,9,"1278139"
166,"spotify:track:4DhDNNhIDdduS6nZMbSMbs","Mc Rodrigo do CN, DJ JOAO DA INESTAN","Amantes da Foda","Mc Rodrigo Do CN",51,169,22,"1256241"
167,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",140,161,40,"1256132"
168,"spotify:track:3UEIObvIQMJzF09RWRcqcP","Emilia, Luísa Sonza","bunda 🍑","Sony Music Latin",168,188,2,"1255130"
169,"spotify:track:4TnEIYOXZ9KBGHOIqG5Xs5","PEDRO SAMPAIO, Marina Sena","ESCADA DO PRÉDIO","WM Brazil",8,146,25,"1253645"
170,"spotify:track:5Bp7TFENcgsdLCL8fMOSKs","Supernova Ent, G.A, Ghard, Veigh, Niink","Adora a bunda, odeia o rosto (feat. Veigh & Niink)","Supernova Entertainment",32,172,15,"1248763"
171,"spotify:track:2XB2Mq2J3695WoYrIOljUZ","Trovão no Beat, Mc Gw","Vem Novinha pro Cafofo","4K RECORDS",145,145,4,"1233510"
172,"spotify:track:6ATNNv8tZF61fa7VwDH89j","Alexsander Lucio","O Fogo Arderá - Ao Vivo","ID1736 - Céu Music",145,162,3,"1229070"
173,"spotify:track:2HRqTpkrJO5ggZyyK6NPWz","Sabrina Carpenter","Espresso","Island Records",49,165,50,"1224510"
174,"spotify:track:35ISBknsCeZQtq66xABI9g","Lola Young","Messy","Universal-Island Records Ltd.",149,167,11,"1220771"
175,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",78,179,125,"1220027"
176,"spotify:track:0AsfpL8bzbmEyJsfbPPYnj","Charlie Brown Jr.","Zóio De Lula","EMI Brazil",168,168,6,"1214154"
177,"spotify:track:74LohOvD6SpyKQHPt4WTGC","Ícaro e Gilmar","Voltável - Ao Vivo","MJ Records",177,-1,1,"1213206"
178,"spotify:track:4fgnNikmEUvXze89h3X47m","NATTAN","Morena","Nattan",31,175,51,"1206957"
179,"spotify:track:1ggAVLO5PbO0I2mWDlsFFQ","Henrique & Juliano","Recaídas (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",137,186,14,"1193657"
180,"spotify:track:1S9fKs0sAdZPlL8ViOARnS","Vitor Santana","João 20 + pra Sempre - Ao Vivo","Vitor Santana",180,189,2,"1193401"
181,"spotify:track:4PnYbyk6EA0zcASUc9huHP","Guilherme & Santiago, Jorge & Mateus","Pijama Amarelo - Ao Vivo","Deolli Music",181,-1,1,"1183989"
182,"spotify:track:1FCvRATk4Wa30LW608ecEN","Natanzinho Lima","Chuva de Arroz","Sua Música Digital",140,-1,5,"1181797"
183,"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","Bruno Mars","Just the Way You Are","Elektra (NEK)",77,173,30,"1174843"
184,"spotify:track:2655xYZ347fG2N6OjkoMQ8","Jorge & Mateus","Logo Eu","Som Livre",88,-1,27,"1169535"
185,"spotify:track:5q0NlM6Pm8Pp3orq7zGiRn","Matheus & Kauan, Jorge & Mateus","Quarta Cadeira - Ao Vivo","Universal Music Ltda.",10,-1,86,"1166772"
186,"spotify:track:5gA82C4xfyvmRtpD1QdsDz","MC LUUKY, Oldilla","Nem Ligo Pro Amor","EDITORA E GRAVADORA A BASE RECORDS",15,-1,24,"1164998"
187,"spotify:track:7BLjPZwgbxQSLZ4rWbboJY","MC Joãozinho VT, MC Tuto, Deejhay RB","Vida de Artista","Sonar Music",12,171,26,"1163274"
188,"spotify:track:6RgXU5moRK2kNovhLQV0Yq","BK, Luccas Carlos, Nansy Silvvz, Gigantes","Músicas de amor nunca mais","Gigantes",183,-1,3,"1159071"
189,"spotify:track:7ldcYtMOjtX1eFVEYzj2kJ","Luísa Sonza, KayBlack","Sagrado Profano","Sony Music Entertainment",2,187,42,"1157226"
190,"spotify:track:3tA0vALUwrzkTgHcm9j6oJ","Zé Neto & Cristiano","Notificação Preferida - Ao Vivo","Som Livre",2,197,110,"1155998"
191,"spotify:track:2nLtzopw4rPReszdYBJU6h","Linkin Park","Numb","Warner Records",58,195,19,"1154372"
192,"spotify:track:25CffgwZg6vlUdCsHJijZo","Panda, Ícaro e Gilmar, MJ Records","Baqueado - Ao Vivo","MJ Records.",192,-1,1,"1152355"
193,"spotify:track:2t878JZCl8Ftd2mVzzakYc","Jorge & Mateus, Lauana Prado","Haverá Sinais - Ao Vivo","Som Livre",2,-1,54,"1151568"
194,"spotify:track:5r9CZJMoMmxio2AnJdxuDS","Grupo Menos É Mais, Di Propósito, Vou Zuar","Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Som Livre",21,-1,202,"1148282"
195,"spotify:track:69sdOLKjgnwdA2smmct2a9","Gabriel Guedes de Almeida","Santo Pra Sempre - Ao Vivo","Onimusic",195,-1,1,"1143844"
196,"spotify:track:2262bWmqomIaJXwCRHr13j","Gigi Perez","Sailor Song","Gigi Perez PS/ Island",196,-1,1,"1139928"
197,"spotify:track:2kBxNuYFT0J8w9CD4ugLpJ","Marcos & Fernando, Henrique & Juliano","Trocaria Tudo - Ao Vivo","Work Show",197,-1,1,"1136340"
198,"spotify:track:6gFQhcUOhNXaq965kYEdsH","Delacruz, Maria, Ducon, Luiz Lins, Diomedes Chinaski, BK, Kayuá, Pineapple StormTv","Poesia Acústica #2: Sobre Nós","Pineapple StormTV",91,-1,88,"1131684"
199,"spotify:track:6m8AgjfI28ER6odzMxmHtR","Racionais MC's","Vida Loka, Pt. 1","Boogie Naipe",94,-1,22,"1129858"
200,"spotify:track:0vFVkEDrV58pAPEtKJLvP5","Songs Five Music, José Jr","Yeshua - Ao Vivo","The Bow",200,-1,1,"1124656"
