rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
176,"spotify:track:4PUjVQcrNhH85XXyXnnjBd","Mc Jajau, DJ LG OFICIAL","BALANÇA A GLOCK","Love Funk",73,151,11,"730254"
177,"spotify:track:6XSXOvojEslvbqBCh7IP8Z","Marcos & Belutti, Dilsinho","Estado Frágil - Ao Vivo","Sony Music Entertainment",97,154,15,"723590"
178,"spotify:track:1h4u5t0EJZki8ieNGwwFXc","Zé Vaqueiro","Volta Comigo BB","Sony Music Entertainment",22,143,33,"722158"
179,"spotify:track:28k6fDcRo7iONQhMxt2OFA","Júnior e Cézar","Clone - Ao Vivo","Universal Music Ltda.",150,150,3,"721600"
180,"spotify:track:5m5aY6S9ttfIG157xli2Rs","Zé Neto & Cristiano","Alô Ambev (Segue Sua Vida) - Ao Vivo","Som Livre",4,148,60,"712491"
181,"spotify:track:35oS3GLitTUcrxI6PNdKbD","Mc Laranjinha, GORDÃO DO PC","Roct Pot 02 (Mc Laranjinha)","DC MUSIC",115,159,10,"708212"
182,"spotify:track:6f3Slt0GbA2bPZlz0aIFXN","Tiësto","The Business","Atlantic Records",74,195,41,"707214"
183,"spotify:track:7lJoRyuNJtuiqTcKtuMuIR","MC Hariel, Caio Passos","Maçã Verde","GR6 Music",11,175,50,"702601"
184,"spotify:track:71H7jc8UoYuvNTAqmjUSf8","Taty Girl, Eric Land","Fulana","TG MUSIC",184,-1,1,"701316"
185,"spotify:track:7fnXPPBrHSGb15iPvVgFd8","Priscila Senna, Zé Vaqueiro","Alvejante","VYBBE",185,190,2,"699864"
186,"spotify:track:4cGqn0E8JCSY9gQllQj4Mf","Coldplay, Selena Gomez","Let Somebody Go","Parlophone UK",186,-1,1,"699289"
187,"spotify:track:0YluTOlBctnpHPABgFSXEw","DJ Lucas Beat, Vitor Fernandes","Vou Falar Que Não Quero - Remix","Midia Hits",100,166,28,"695399"
188,"spotify:track:7MAibcTli4IisCtbHKrGMh","Bruno Mars, Anderson .Paak, Silk Sonic","Leave The Door Open","Aftermath Entertainment/Atlantic",52,198,33,"694734"
189,"spotify:track:3sGcETRMuAgcPgjDpIkgMn","Matuê","777-666","Sony Music Entertainment",4,181,51,"693472"
190,"spotify:track:4ziqkaBXfo4GrmuF0gsNyi","ANAVITÓRIA, Jorge & Mateus","Geleira do tempo","F/SIMAS",81,152,3,"689765"
191,"spotify:track:35mvY5S1H3J2QZyna3TFe0","Ariana Grande","positions","Republic Records",15,-1,51,"686872"
192,"spotify:track:0gpZ8zy9OAE98nNBVIxWvi","Luísa Sonza, Marília Mendonça","melhor sozinha :-)-:","Universal Music Ltda.",110,192,9,"684769"
193,"spotify:track:5AeydY71HZkZQ5dRHU9bHG","Vitor Fernandes","Acaso","Sua Música",13,157,37,"684506"
194,"spotify:track:7Cf2Hsy3cPlA4e115tElXv","Henrique & Juliano","Liberdade Provisória (Live - Ibirapuera / 2019)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,173,88,"684233"
195,"spotify:track:5CZ40GBx1sQ9agT82CLQCT","Olivia Rodrigo","traitor","Olivia Rodrigo PS",42,193,22,"683894"
196,"spotify:track:0DlHQxrVijRqVUfuS6PKaY","DENNIS, Xamã, LUDMILLA","Deixa de Onda (Porra Nenhuma)","Sony Music Entertainment",17,179,39,"683295"
197,"spotify:track:2fmeSswdyVq4wcqhY41UHk","Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak","Poesia Acústica #9 Melhor Forma","Pineapple StormTV",3,200,67,"677730"
198,"spotify:track:5oI9blwsXC8AkTWw6wASY8","Matuê","Máquina do Tempo","Sony Music Entertainment",2,199,52,"670466"
199,"spotify:track:5CbDKqtF6F6m1KUvsAf2Kf","Diego & Victor Hugo","Sorte - Ao Vivo","Sony Music Entertainment",199,-1,1,"666129"
200,"spotify:track:1mQOFRDoqI34LdN79PE0vH","MC Zaquin","Ô Moça","Funk Explode Records",25,160,38,"656505"
