rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
178,"spotify:track:2ksOAxtIxY8yElEWw8RhgK","Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna","China","2019 Real Hasta La Muerte, LLC.",171,171,5,"556063"
179,"spotify:track:7qiZfU4dY1lWllzX7mPBI3","Ed Sheeran","Shape of You","Atlantic Records UK",1,193,139,"555488"
180,"spotify:track:1idjI8gtxgHjy8KyZamY6o","Yasmin Santos, Gustavo Mioto","Então Vou Avisar - Ao Vivo","Sony Music Entertainment",43,162,15,"552218"
181,"spotify:track:7rLegaz7zKB6EtDNzcslKE","MC Kevin o Chris, DENNIS","Medley da Gaiola - DENNIS Remix","Sony Music Entertainment",4,192,53,"551237"
182,"spotify:track:7LPR6AdkOQR9WpEixCGNCk","Lexa, MC Lan","Sapequinha","Som Livre",12,-1,52,"549994"
183,"spotify:track:5yH8pYxNckOU1cxfPsMIaz","DENNIS, MC Kevinho","Agora é Tudo Meu","Sony Music Entertainment",3,183,39,"548050"
184,"spotify:track:2JVbZEpewmqNlSzmXJTx2E","Alok, Ina Wroldsen","Favela","Syco Music UK",4,196,55,"547767"
185,"spotify:track:6PqUdUGS4h5aGY7YyEGXr8","Alok, felix jaehn, The Vamps","All The Lies","Spinnin' Records",14,194,25,"547701"
186,"spotify:track:0wshnPflQAjMVaCDIraSWk","Hugo & Guilherme, Henrique & Juliano","Teste da Mãozinha - Ao Vivo","Som Livre",93,190,24,"546823"
187,"spotify:track:2mdEsXPu8ZmkHRRtAdC09e","Lana Del Rey","Cinnamon Girl","Polydor Records",187,-1,1,"545227"
188,"spotify:track:1F46LaY3gYpvL2r534FeWs","Gusttavo Lima","Respeita o Nosso Fim - Ao Vivo","Sony Music Entertainment",112,176,45,"543363"
189,"spotify:track:371Up3WP7OqJNFPf0BiyUe","Zé Neto & Cristiano","Largado Às Traças - Ao Vivo","Som Livre",1,-1,67,"541596"
190,"spotify:track:2X8sssaxS5GReg6945B6RW","Wesley Safadão","Só Pra Castigar","Wesley Safadao",4,188,51,"540800"
191,"spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki","Sam Smith, Normani","Dancing With A Stranger (with Normani)","PLG - Capitol",60,185,34,"539064"
192,"spotify:track:2jxfsaODfcVQhKMZPuYK2j","Henrique & Juliano","Quem Pegou, Pegou (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",7,-1,53,"536563"
193,"spotify:track:4ABwmZSNZPHqH2cXPhKgfH","Zé Neto & Cristiano","Enchendo e Derramando","Som Livre",101,172,17,"536455"
194,"spotify:track:4fMjqKYYsvtT6Fvca8lGFl","Turma do Pagode","Sua Mãe Vai Me Amar","Turma do Pagode Produções Artísticas ltda.",42,-1,52,"532178"
195,"spotify:track:3yNZ5r3LKfdmjoS3gkhUCT","Billie Eilish, Justin Bieber","bad guy (with Justin Bieber)","Darkroom/Interscope Records",71,189,8,"531332"
196,"spotify:track:61vDGoB9k3ximR5YNzjmBc","Neo Beats, Calibre 2.1, OIK, vb","Surtada","Neo Records",196,-1,1,"528186"
197,"spotify:track:37Xnka0c1qea5wagV91UIl","Xand Avião","Casal Raiz - Ao Vivo","Som Livre",29,198,21,"527353"
198,"spotify:track:5mFn4teAi2HMi7kRHliyFL","Bruno & Marrone, Jorge & Mateus","Surto De Amor - Ao Vivo Em Uberlândia / 2018","Universal Music Ltda.",23,181,25,"526950"
199,"spotify:track:6HaTYIUKd8SzdvGOfutBRD","Delacruz, Maria, Ducon, Luiz Lins, Diomedes Chinaski, BK, Kayuá, Pineapple StormTv","Poesia Acústica #2: Sobre Nós","Pineapple StormTV",91,200,85,"526801"
200,"spotify:track:1CzywvIGHWkOu5BTLPmIZC","Michel Teló","Casal Modão - Ao Vivo","Som Livre",200,-1,1,"522998"
